prompt,lang,expected_way,way_id,model,score
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/environment/makefile,en,0.2170
"i need to write unit tests for this module",en,softwaredev/code/testing,itops/policy,en,0.2101
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/code/supplychain/sourceaudit,en,0.2054
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/code/supplychain/automation,en,0.2024
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-app-github-manager/ops/repo-health,en,0.2017
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-praecipio-platform-ops/ops/repo-health,en,0.2017
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-ai-knowledge-graph-system/kg/cli,en,0.1935
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/code/supplychain/depscan/node,en,0.1901
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-app-markdown-mixed-media/build,en,0.1876
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/code/supplychain/depscan/rust,en,0.1874
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/docs/readme,en,0.1823
"i need to write unit tests for this module",en,softwaredev/code/testing,ea/tasks,en,0.1754
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/visualization,en,0.1737
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/architecture/adr-context,en,0.1735
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/code/supplychain/depscan/node/lockfile,en,0.1731
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-app-github-manager/dev/guidance,en,0.1709
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-praecipio-platform-ops/dev/guidance,en,0.1709
"i need to write unit tests for this module",en,softwaredev/code/testing,meta/knowledge/authoring/tool-agnostic,en,0.1704
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/delivery/implement,en,0.1684
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/environment/debugging,en,0.1669
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-app-github-manager/ops/cost-analysis,en,0.1641
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-praecipio-platform-ops/ops/cost-analysis,en,0.1641
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-ai-mcp-salesforce-cloud/mcp,en,0.1640
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-app-github-manager/ops/safety,en,0.1628
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-praecipio-platform-ops/ops/safety,en,0.1628
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-app-github-manager/ops/enterprise-cli,en,0.1625
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-praecipio-platform-ops/ops/enterprise-cli,en,0.1625
"i need to write unit tests for this module",en,softwaredev/code/testing,ea/comms,en,0.1592
"i need to write unit tests for this module",en,softwaredev/code/testing,ea/tasks/time,en,0.1519
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/docs/docstrings,en,0.1503
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/delivery/patches,en,0.1469
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/code/supplychain/depscan/python,en,0.1465
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/visualization/charts,en,0.1450
"i need to write unit tests for this module",en,softwaredev/code/testing,itops/incident,en,0.1446
"i need to write unit tests for this module",en,softwaredev/code/testing,ea/email/drafting,en,0.1401
"i need to write unit tests for this module",en,softwaredev/code/testing,ea/calendar,en,0.1386
"i need to write unit tests for this module",en,softwaredev/code/testing,meta/knowledge/optimization,en,0.1257
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/environment,en,0.1246
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/code/security/secrets,en,0.1241
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-ai-knowledge-graph-system/kg/operator,en,0.1211
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-app-github-manager/ops/troubleshooting,en,0.1206
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-praecipio-platform-ops/ops/troubleshooting,en,0.1206
"i need to write unit tests for this module",en,softwaredev/code/testing,meta/knowledge,en,0.1186
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-app-github-manager/ops/analysis,en,0.1178
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-praecipio-platform-ops/ops/analysis,en,0.1178
"i need to write unit tests for this module",en,softwaredev/code/testing,meta/memory,en,0.1176
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/code/security/auth,en,0.1171
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-ai-mcp-atlassian-graph/collaboration/incremental-exploration,en,0.1165
"i need to write unit tests for this module",en,softwaredev/code/testing,ea/comms/recap,en,0.1164
"i need to write unit tests for this module",en,softwaredev/code/testing,meta/subagents,en,0.1152
"i need to write unit tests for this module",en,softwaredev/code/testing,workstation/shell/gitconfig,en,0.1119
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/architecture/adr/migration,en,0.1115
"i need to write unit tests for this module",en,softwaredev/code/testing,ea/intelligence,en,0.1111
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/architecture,en,0.1107
"i need to write unit tests for this module",en,softwaredev/code/testing,itops/proposals,en,0.1106
"i need to write unit tests for this module",en,softwaredev/code/testing,workstation/shell/tools,en,0.1065
"i need to write unit tests for this module",en,softwaredev/code/testing,research,en,0.1055
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/code/errors,en,0.1048
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/delivery,en,0.1044
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/code/performance,en,0.1014
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/environment/attend,en,0.0989
"i need to write unit tests for this module",en,softwaredev/code/testing,meta/trust/autonomy,en,0.0980
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/environment/config,en,0.0951
"i need to write unit tests for this module",en,softwaredev/code/testing,ea/briefing,en,0.0929
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/architecture/threat-modeling,en,0.0912
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-praecipio-ets-global/audit/project-context,en,0.0910
"i need to write unit tests for this module",en,softwaredev/code/testing,meta/introspection,en,0.0894
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/delivery/commits,en,0.0869
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-ai-mcp-salesforce-cloud/salesforce,en,0.0839
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-ai-knowledge-graph-system/kg/devmode,en,0.0828
"i need to write unit tests for this module",en,softwaredev/code/testing,meta/project-health,en,0.0828
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-app-github-manager/ops/org-inventory,en,0.0807
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-praecipio-platform-ops/ops/org-inventory,en,0.0807
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/visualization/diagrams,en,0.0805
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/code/security/injection,en,0.0790
"i need to write unit tests for this module",en,softwaredev/code/testing,workstation/shell/shellrc,en,0.0772
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/docs/mermaid,en,0.0769
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-ai-mcp-google-workspace-mcp/api-design/late-binding,en,0.0747
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-app-github-manager/ops/lifecycle,en,0.0728
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-praecipio-platform-ops/ops/lifecycle,en,0.0728
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-ai-knowledge-graph-system/kg/adr,en,0.0707
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/docs,en,0.0670
"i need to write unit tests for this module",en,softwaredev/code/testing,writing,en,0.0654
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-ai-knowledge-graph-system/kg/graph-accel,en,0.0610
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/delivery/release,en,0.0589
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/delivery/github,en,0.0578
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/code/supplychain/repoaudit,en,0.0565
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/delivery/migrations,en,0.0510
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-ai-knowledge-graph-system/kg/web,en,0.0498
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-ai-mcp-google-workspace-mcp/api-design/full-coverage,en,0.0488
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/docs/api,en,0.0468
"i need to write unit tests for this module",en,softwaredev/code/testing,workstation/shell,en,0.0467
"i need to write unit tests for this module",en,softwaredev/code/testing,meta/trust/delegation,en,0.0448
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-app-obsidian-mcp-plugin/delivery/release,en,0.0428
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-ai-knowledge-graph-system/kg/schema,en,0.0373
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-ai-mcp-salesforce-cloud/release,en,0.0367
"i need to write unit tests for this module",en,softwaredev/code/testing,-home-aaron-Projects-ai-knowledge-graph-system/kg/api,en,0.0307
"i need to write unit tests for this module",en,softwaredev/code/testing,softwaredev/architecture/adr,en,0.0264
"i need to write unit tests for this module",en,softwaredev/code/testing,workstation/shell/prompt,en,0.0254
"i need to write unit tests for this module",en,softwaredev/code/testing,meta/think,en,0.0230
"i need to write unit tests for this module",en,softwaredev/code/testing,ea,en,0.0214
